,date,user,conversation,replies number,likes number,rewteets number,cleaned_data,token_data,polarity,bert_sentiment,vader_sentiment
0,2023-02-09 19:06:51+00:00,BerthaT17775984,@TaylorLorenz why have you restricted replies?,0,0,0,taylorlorenz restricted replies,taylorlorenz restricted replies,"('Neutral', 0.0)","{'Negative': 0.4704658, 'Neutral': 0.5100412, 'Positive': 0.01949302}","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}"
0,2023-02-09 18:58:14+00:00,TaylorLorenz,"@liahaberman That’s just my two cents 😅! I just hate media coverage that acts like “influencing” is in peril because of XYZ, these are decades long technology driven shifts in media consumption, and there’s no actual data showing the trends are reversing u know?",1,3,0,liahaberman that’s two cents 😅 i hate media coverage acts like “influencing” peril xyz decades long technology driven shifts media consumption there’s no actual data showing trends reversing u know,liahaberman that’s two cents 😅 i hate media coverage acts like “influencing” peril xyz decades long technology driven shifts media consumption there’s no actual data showing trends reversing u know,"('Negative', -0.2833333333333334)","{'Negative': 0.8979211, 'Neutral': 0.092283614, 'Positive': 0.00979526}","{'neg': 0.252, 'neu': 0.674, 'pos': 0.073, 'compound': -0.7269}"
0,2023-02-09 18:16:14+00:00,SoCalPatriot56,"@TaylorLorenz Gee Taylor, what’s wrong? Boosted? Scared? Got your affairs in order? Are you at peace now? Have you told those you love goodbye? Or that you’re sorry for trashing the unvaxed? #Repent 

https://t.co/ikw6D92gyY https://t.co/7VqKivo32k",0,0,0,taylorlorenz gee taylor what’s wrong boosted scared got affairs order are peace now have told love goodbye or you’re sorry trashing unvaxed repent httpstcoikwdgyy httpstcovqkivok,taylorlorenz gee taylor what’s wrong boosted scared got affairs order are peace now have told love goodbye or you’re sorry trashing unvaxed repent httpstcoikwdgyy httpstcovqkivok,"('Negative', -0.16666666666666666)","{'Negative': 0.6394988, 'Neutral': 0.3273097, 'Positive': 0.03319152}","{'neg': 0.2, 'neu': 0.521, 'pos': 0.279, 'compound': 0.5994}"
0,2023-02-09 17:45:53+00:00,liahaberman,@TaylorLorenz but I don't think other people's careers and fortunes are predicated on being relatable. A business person isn't judged for their like-ability in the same way Emma Chamberlain will be,1,2,0,taylorlorenz but i dont think peoples careers fortunes predicated relatable a business person isnt judged likeability way emma chamberlain,taylorlorenz but i dont think peoples careers fortunes predicated relatable a business person isnt judged likeability way emma chamberlain,"('Neutral', 0.0)","{'Negative': 0.36452904, 'Neutral': 0.56084394, 'Positive': 0.07462703}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-09 16:59:49+00:00,liahaberman,"@TaylorLorenz I think you see it in the attitudes of people who analyzed #deinfluencing and immediately predicted it would mean influencers being less materialistic and how it could dismantle ""influencing"" — showing the bias they had toward influencers in the first place",1,0,0,taylorlorenz i think see attitudes people analyzed deinfluencing immediately predicted would mean influencers less materialistic could dismantle influencing — showing bias toward influencers first place,taylorlorenz i think see attitudes people analyzed deinfluencing immediately predicted would mean influencers less materialistic could dismantle influencing — showing bias toward influencers first place,"('Negative', -0.07638888888888888)","{'Negative': 0.29078752, 'Neutral': 0.6345699, 'Positive': 0.074642606}","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.1027}"
0,2023-02-09 16:19:38+00:00,TaylorLorenz,"UPDATE: Fiverr says it’s stopping all advertising on Twitter after the latest @CCDHate report showing advertiser content running next to hateful, misogynistic tweets and conspiracy theories from far right influencers https://t.co/kr1VL0exAN",0,850,315,update fiverr says it’s stopping advertising twitter latest ccdhate report showing advertiser content running next hateful misogynistic tweets conspiracy theories far right influencers httpstcokvlexan,update fiverr says it’s stopping advertising twitter latest ccdhate report showing advertiser content running next hateful misogynistic tweets conspiracy theories far right influencers httpstcokvlexan,"('Positive', 0.22142857142857142)","{'Negative': 0.7600501, 'Neutral': 0.2256862, 'Positive': 0.014263715}","{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.802}"
0,2023-02-09 15:36:24+00:00,SteverRobbins,@TaylorLorenz Tried to DM you. Twitter won't let me. All attempts fail.,0,0,0,taylorlorenz tried dm you twitter wont let me all attempts fail,taylorlorenz tried dm you twitter wont let me all attempts fail,"('Negative', -0.5)","{'Negative': 0.8830084, 'Neutral': 0.10905188, 'Positive': 0.007939783}","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}"
0,2023-02-09 11:52:56+00:00,iamr3sisting,@TaylorLorenz do you ever just shut the fuck up?,1,0,0,taylorlorenz ever shut fuck up,taylorlorenz ever shut fuck up,"('Negative', -0.4)","{'Negative': 0.91149104, 'Neutral': 0.081199914, 'Positive': 0.0073089576}","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}"
0,2023-02-09 05:08:40+00:00,NickLaparra,@TaylorLorenz I’ve lost 6 or 7 friends and family members in the past 3 or 4 years. It’s so fucking heavy. And I’m so sorry for your losses. 💔,0,62,3,taylorlorenz i’ve lost   friends family members past   years it’s fucking heavy and i’m sorry losses 💔,taylorlorenz i’ve lost   friends family members past   years it’s fucking heavy and i’m sorry losses 💔,"('Negative', -0.31666666666666665)","{'Negative': 0.9314835, 'Neutral': 0.05936037, 'Positive': 0.009156103}","{'neg': 0.309, 'neu': 0.539, 'pos': 0.152, 'compound': -0.296}"
0,2023-02-09 03:23:29+00:00,AgreeableGreg,@TaylorLorenz Heartbreaking. Lost too many close ones myself.  Hate it.,0,15,1,taylorlorenz heartbreaking lost many close ones myself hate it,taylorlorenz heartbreaking lost many close ones myself hate it,"('Negative', -0.15000000000000002)","{'Negative': 0.95612687, 'Neutral': 0.039083768, 'Positive': 0.0047892565}","{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.8402}"
0,2023-02-09 02:42:35+00:00,r0wdy_,@TaylorLorenz I love tiktok but the breeding ground it provides for people to make one niche thing their entire personality….,0,5,0,taylorlorenz i love tiktok but breeding ground provides people make one niche thing entire personality…,taylorlorenz i love tiktok but breeding ground provides people make one niche thing entire personality…,"('Positive', 0.25)","{'Negative': 0.004634084, 'Neutral': 0.06282598, 'Positive': 0.93253994}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}"
0,2023-02-09 02:26:10+00:00,Allison_Good1,@TaylorLorenz Amen,0,10,0,taylorlorenz amen,taylorlorenz amen,"('Neutral', 0.0)","{'Negative': 0.007280586, 'Neutral': 0.525473, 'Positive': 0.46724635}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-09 02:16:13+00:00,fucklongcovid,@TaylorLorenz [gut punch] was talking to someone last night as they found out in real-time that their 40ish friend and former coworker had passed away. i don't know how people are just okay with this shit. i didn't even know the person but i was moved.. i still am! what is wrong with people,0,45,3,taylorlorenz gut punch talking someone last night found realtime ish friend former coworker passed away dont know people okay shit didnt even know person but moved still am wrong people,taylorlorenz gut punch talking someone last night found realtime ish friend former coworker passed away dont know people okay shit didnt even know person but moved still am wrong people,"('Negative', -0.04)","{'Negative': 0.9767428, 'Neutral': 0.020925036, 'Positive': 0.0023321346}","{'neg': 0.217, 'neu': 0.725, 'pos': 0.059, 'compound': -0.6891}"
0,2023-02-09 01:39:31+00:00,TaylorLorenz,I’m so sad these people should be alive,0,213,6,i’m sad people alive,i’m sad people alive,"('Negative', -0.2)","{'Negative': 0.94506186, 'Neutral': 0.048318624, 'Positive': 0.0066196057}","{'neg': 0.403, 'neu': 0.26, 'pos': 0.338, 'compound': -0.128}"
0,2023-02-09 00:43:03+00:00,klumpshtein,"@TaylorLorenz My dms finally working in the last few minutes, hopefully not long for yall",0,1,0,taylorlorenz my dms finally working last minutes hopefully not long yall,taylorlorenz my dms finally working last minutes hopefully not long yall,"('Positive', 0.008333333333333333)","{'Negative': 0.0023063254, 'Neutral': 0.10319526, 'Positive': 0.8944984}","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
0,2023-02-08 20:56:21+00:00,justme_rod,@TaylorLorenz Keto is having a renaissance,0,15,0,taylorlorenz keto renaissance,taylorlorenz keto renaissance,"('Neutral', 0.0)","{'Negative': 0.0042062425, 'Neutral': 0.38024598, 'Positive': 0.61554784}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-08 20:27:52+00:00,wordisbond,@TaylorLorenz Gonna make a peanut butter banana sandwich on some carnivore bread,0,4,0,taylorlorenz gonna make peanut butter banana sandwich carnivore bread,taylorlorenz gonna make peanut butter banana sandwich carnivore bread,"('Neutral', 0.0)","{'Negative': 0.018205278, 'Neutral': 0.821707, 'Positive': 0.16008778}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-08 19:57:46+00:00,yumtapwater,@TaylorLorenz mmmmm with some carnivore cake for dessert https://t.co/l9WRn6N6UO,0,7,1,taylorlorenz mmmmm carnivore cake dessert httpstcolwrnnuo,taylorlorenz mmmmm carnivore cake dessert httpstcolwrnnuo,"('Neutral', 0.0)","{'Negative': 0.0043613133, 'Neutral': 0.6503707, 'Positive': 0.34526795}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-08 10:45:32+00:00,jbravo2016,@TaylorLorenz you’re a 🐄,0,0,0,taylorlorenz you’re 🐄,taylorlorenz you’re 🐄,"('Neutral', 0.0)","{'Negative': 0.306779, 'Neutral': 0.53279895, 'Positive': 0.16042206}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-08 00:50:47+00:00,justin_ryland,"@TaylorLorenz @rex_woodbury It's depressing to know there is a generation that never knew the quality of life before social media, even the interenet - existed.",0,0,0,taylorlorenz rexwoodbury its depressing know generation never knew quality life social media even interenet  existed,taylorlorenz rexwoodbury its depressing know generation never knew quality life social media even interenet  existed,"('Negative', -0.2833333333333333)","{'Negative': 0.90932107, 'Neutral': 0.08152218, 'Positive': 0.009156701}","{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}"
0,2023-02-08 00:36:25+00:00,DBags12124554,"@TaylorLorenz @rex_woodbury It’s their choice, and all of us for that matter, to be plugged in. This is my only social media and I use it sparingly.",0,0,0,taylorlorenz rexwoodbury it’s choice us matter plugged in this social media i use sparingly,taylorlorenz rexwoodbury it’s choice us matter plugged in this social media i use sparingly,"('Positive', 0.03333333333333333)","{'Negative': 0.028856045, 'Neutral': 0.48796317, 'Positive': 0.48318085}","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.0258}"
0,2023-02-07 23:45:24+00:00,EclecticRadical,@TaylorLorenz Only person I know might is a MAGA Communist.,0,0,0,taylorlorenz only person i know might maga communist,taylorlorenz only person i know might maga communist,"('Neutral', 0.0)","{'Negative': 0.43844533, 'Neutral': 0.52534163, 'Positive': 0.036212996}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-07 21:53:34+00:00,ShephaliBhatt,"@TaylorLorenz I watched Fleishman is in trouble after your video recco and it is every bit as real and hard-hitting as you had said, I was properly weeping, esp at the end of ep7.",0,10,0,taylorlorenz i watched fleishman trouble video recco every bit real hardhitting said i properly weeping esp end ep,taylorlorenz i watched fleishman trouble video recco every bit real hardhitting said i properly weeping esp end ep,"('Neutral', 0.0)","{'Negative': 0.25603983, 'Neutral': 0.48495376, 'Positive': 0.25900644}","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6808}"
0,2023-02-07 21:26:49+00:00,thewarmanstory,"@TaylorLorenz also, no one that works with that woman wants to. She one million percent is the person that slacks you at 10:30 pm and says ""hope you're not reading this!""",0,26,0,taylorlorenz also no one works woman wants to she one million percent person slacks pm says hope youre not reading this,taylorlorenz also no one works woman wants to she one million percent person slacks pm says hope youre not reading this,"('Positive', 0.2)","{'Negative': 0.9142967, 'Neutral': 0.07980992, 'Positive': 0.005893501}","{'neg': 0.091, 'neu': 0.788, 'pos': 0.12, 'compound': 0.1779}"
0,2023-02-07 21:26:05+00:00,TaylorLorenz,"It’s very “but I was told if I worked hard and did all the right things I’d be wealthy.” Yeah lady, that’s a lie!",1,246,13,it’s “but i told i worked hard right things i’d wealthy” yeah lady that’s lie,it’s “but i told i worked hard right things i’d wealthy” yeah lady that’s lie,"('Positive', 0.16468253968253968)","{'Negative': 0.5798837, 'Neutral': 0.33526763, 'Positive': 0.08484866}","{'neg': 0.096, 'neu': 0.753, 'pos': 0.151, 'compound': 0.2023}"
0,2023-02-07 20:38:06+00:00,supereasybake,@TaylorLorenz @rex_woodbury 49 year olds are gen Z now? Jkjk,0,0,0,taylorlorenz rexwoodbury  year olds gen z now jkjk,taylorlorenz rexwoodbury  year olds gen z now jkjk,"('Neutral', 0.0)","{'Negative': 0.21387483, 'Neutral': 0.74858475, 'Positive': 0.037540395}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-07 19:09:24+00:00,rex_woodbury,"@TaylorLorenz True. I always think of this quote from @thomasflight’s YT channel: “We live in a time when more interesting ideas, concepts, people, &amp; places can fly by in the space of one 30min TikTok binge than our ancestors experienced in the entirety of their localized illiterate lives.”",1,36,0,taylorlorenz true i always think quote thomasflight’s yt channel “we live time interesting ideas concepts people amp places fly space one min tiktok binge ancestors experienced entirety localized illiterate lives”,taylorlorenz true i always think quote thomasflight’s yt channel “we live time interesting ideas concepts people amp places fly space one min tiktok binge ancestors experienced entirety localized illiterate lives”,"('Positive', 0.5172727272727273)","{'Negative': 0.016129341, 'Neutral': 0.21081105, 'Positive': 0.77305967}","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.6705}"
0,2023-02-07 15:17:05+00:00,mocoband,"@TaylorLorenz @DrEricDing @robsteinnews Rob has a history of dangerously minimizing C19 imho it reads like propaganda. Making false comparisons to flu, platforming @MonicaGandhi9 saying long covid only happens in severe cases (false), hard to believe @npr has allowed this to continue.",0,18,5,taylorlorenz drericding robsteinnews rob history dangerously minimizing  imho reads like propaganda making false comparisons flu platforming monicagandhi saying long covid happens severe cases false hard believe npr allowed continue,taylorlorenz drericding robsteinnews rob history dangerously minimizing  imho reads like propaganda making false comparisons flu platforming monicagandhi saying long covid happens severe cases false hard believe npr allowed continue,"('Negative', -0.3069444444444445)","{'Negative': 0.8821092, 'Neutral': 0.11032824, 'Positive': 0.0075626248}","{'neg': 0.383, 'neu': 0.554, 'pos': 0.063, 'compound': -0.8934}"
0,2023-02-07 14:49:43+00:00,Whatyaasay,"@TaylorLorenz @LaSharah @ONA Why is it critical, did something happen?",0,0,0,taylorlorenz lasharah ona why critical something happen,taylorlorenz lasharah ona why critical something happen,"('Neutral', 0.0)","{'Negative': 0.26802108, 'Neutral': 0.7036134, 'Positive': 0.028365519}","{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}"
0,2023-02-07 14:36:00+00:00,Whatyaasay,"@TaylorLorenz @robsteinnews No Taylor, the virus isn't done with you, your  ilk and the status quo that you clearly work for. As for the smarter people that walk amongst us, ""we are done with the virus"" and everything that. 

[Insert false tears here]",0,0,0,taylorlorenz robsteinnews no taylor virus isnt done you ilk status quo clearly work for as smarter people walk amongst us we done virus everything that insert false tears here,taylorlorenz robsteinnews no taylor virus isnt done you ilk status quo clearly work for as smarter people walk amongst us we done virus everything that insert false tears here,"('Negative', -0.15000000000000002)","{'Negative': 0.71773094, 'Neutral': 0.25460517, 'Positive': 0.027663961}","{'neg': 0.118, 'neu': 0.718, 'pos': 0.164, 'compound': 0.3818}"
0,2023-02-07 14:33:36+00:00,Tengo39949695,@TaylorLorenz @kieranpressreyn https://t.co/McmJ6cax2t,0,2,0,taylorlorenz kieranpressreyn httpstcomcmjcaxt,taylorlorenz kieranpressreyn httpstcomcmjcaxt,"('Neutral', 0.0)","{'Negative': 0.06947744, 'Neutral': 0.8751574, 'Positive': 0.055365186}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-07 14:33:16+00:00,Tengo39949695,@TaylorLorenz @ibogost https://t.co/McmJ6cax2t,0,0,0,taylorlorenz ibogost httpstcomcmjcaxt,taylorlorenz ibogost httpstcomcmjcaxt,"('Neutral', 0.0)","{'Negative': 0.08409293, 'Neutral': 0.8584108, 'Positive': 0.057496227}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-07 07:36:58+00:00,FascistLeftists,"@TaylorLorenz @robsteinnews Irresponsible journalism... 
Irresponsible... journalism...
Hmmm.... 
Oh, right!!! NOW I remember your name. https://t.co/qxud0ICivl",0,0,0,taylorlorenz robsteinnews irresponsible journalism irresponsible journalism hmmm oh right now i remember name httpstcoqxudicivl,taylorlorenz robsteinnews irresponsible journalism irresponsible journalism hmmm oh right now i remember name httpstcoqxudicivl,"('Positive', 0.2857142857142857)","{'Negative': 0.52929235, 'Neutral': 0.38132972, 'Positive': 0.08937795}","{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.7003}"
0,2023-02-07 03:32:18+00:00,localnotable,"@TaylorLorenz @robsteinnews Maybe their deaths and disabilities are ""mild."" /s",0,4,0,taylorlorenz robsteinnews maybe deaths disabilities mild s,taylorlorenz robsteinnews maybe deaths disabilities mild s,"('Positive', 0.3333333333333333)","{'Negative': 0.66270566, 'Neutral': 0.3105903, 'Positive': 0.026704008}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-07 01:47:10+00:00,kelcsimpkins,@TaylorLorenz @Freeyourmindkid @robsteinnews I audibly gasped out loud while reading the title to this piece because it is so inaccurate!! Completely irresponsible journalism.,1,44,4,taylorlorenz freeyourmindkid robsteinnews i audibly gasped loud reading title piece inaccurate completely irresponsible journalism,taylorlorenz freeyourmindkid robsteinnews i audibly gasped loud reading title piece inaccurate completely irresponsible journalism,"('Positive', 0.1)","{'Negative': 0.9702757, 'Neutral': 0.026650913, 'Positive': 0.0030733189}","{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.4927}"
0,2023-02-07 01:38:56+00:00,jultar4001,"@TaylorLorenz @DrEricDing @robsteinnews if you turn the headline into more fear porn then the majority will not read it

simple as that really",0,0,0,taylorlorenz drericding robsteinnews turn headline fear porn majority not read simple really,taylorlorenz drericding robsteinnews turn headline fear porn majority not read simple really,"('Positive', 0.1)","{'Negative': 0.78242654, 'Neutral': 0.20442542, 'Positive': 0.013148072}","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}"
0,2023-02-07 00:04:59+00:00,Mickeyoreilly74,@TaylorLorenz is the biggest coward on Twitter of all time!  Loves to talk smack. Afraid to get it back.,0,0,0,taylorlorenz biggest coward twitter time loves talk smack afraid get back,taylorlorenz biggest coward twitter time loves talk smack afraid get back,"('Negative', -0.3)","{'Negative': 0.93352956, 'Neutral': 0.06007062, 'Positive': 0.0063997833}","{'neg': 0.191, 'neu': 0.573, 'pos': 0.236, 'compound': 0.1779}"
0,2023-02-06 21:46:27+00:00,celestial_bean_,"@TaylorLorenz @robsteinnews 🦠 Let Them Eat Plague 🦠
• January 9, 2023 •

https://t.co/YUsOg7HbTH",0,0,2,taylorlorenz robsteinnews 🦠 let them eat plague 🦠 • january   • httpstcoyusoghbth,taylorlorenz robsteinnews 🦠 let them eat plague 🦠 • january   • httpstcoyusoghbth,"('Neutral', 0.0)","{'Negative': 0.4049569, 'Neutral': 0.5442654, 'Positive': 0.050777685}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 21:46:18+00:00,celestial_bean_,"@TaylorLorenz @robsteinnews Over 500 REPORTED deaths a day

+ plus many deaths as the result of COVID-19 infected still uncounted

• We're not overcounting Covid deaths • January 30, 2023 •

https://t.co/pqblxpVU8K",4,34,10,taylorlorenz robsteinnews over  reported deaths day  plus many deaths result covi infected still uncounted • were not overcounting covid deaths • january   • httpstcopqblxpvuk,taylorlorenz robsteinnews over  reported deaths day  plus many deaths result covi infected still uncounted • were not overcounting covid deaths • january   • httpstcopqblxpvuk,"('Positive', 0.5)","{'Negative': 0.6000393, 'Neutral': 0.3683287, 'Positive': 0.031632062}","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4939}"
0,2023-02-06 21:01:49+00:00,WhiteLibSupreme,@TaylorLorenz @LaSharah @ONA This B!+ch must be desperate to lose a credibility and still be on social media. Pathetic. Lol!!! https://t.co/Qwu2RyRoRE,0,1,0,taylorlorenz lasharah ona this bch must desperate lose credibility still social media pathetic lol httpstcoqwuryrore,taylorlorenz lasharah ona this bch must desperate lose credibility still social media pathetic lol httpstcoqwuryrore,"('Negative', -0.19166666666666665)","{'Negative': 0.91868746, 'Neutral': 0.07245299, 'Positive': 0.008859517}","{'neg': 0.387, 'neu': 0.489, 'pos': 0.124, 'compound': -0.7096}"
0,2023-02-06 20:55:10+00:00,Halloweenmaster,@TaylorLorenz @DrEricDing @robsteinnews Covid is ending March 11 because Joe said so. 😏,2,7,0,taylorlorenz drericding robsteinnews covid ending march joe said so 😏,taylorlorenz drericding robsteinnews covid ending march joe said so 😏,"('Neutral', 0.0)","{'Negative': 0.03703173, 'Neutral': 0.7270783, 'Positive': 0.23588991}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 20:44:19+00:00,JohnArb15007182,@TaylorLorenz @robsteinnews At some point you need to give it up. This is great news. Enjoy it.,0,1,0,taylorlorenz robsteinnews at point need give up this great news enjoy it,taylorlorenz robsteinnews at point need give up this great news enjoy it,"('Positive', 0.6000000000000001)","{'Negative': 0.009798231, 'Neutral': 0.03782267, 'Positive': 0.95237905}","{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8432}"
0,2023-02-06 20:25:50+00:00,ZsoltNagy7,"@TaylorLorenz @DrEricDing @robsteinnews If i wasnt on twitter, I would think covid was over long time ago.

No MSM reporting
No one masks
No one dies around me

Stranger than fiction",1,4,1,taylorlorenz drericding robsteinnews if wasnt twitter i would think covid over long time ago no msm reporting no one masks no one dies around stranger fiction,taylorlorenz drericding robsteinnews if wasnt twitter i would think covid over long time ago no msm reporting no one masks no one dies around stranger fiction,"('Negative', -0.05)","{'Negative': 0.4959643, 'Neutral': 0.44111854, 'Positive': 0.06291715}","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6808}"
0,2023-02-06 20:24:43+00:00,fredzannarbor,"@TaylorLorenz @robsteinnews If you bash a headline, offer an alternative. Problem solve rather than shoot messenger.

How about: Winter COVID down but deaths still above flu.",7,3,0,taylorlorenz robsteinnews if bash headline offer alternative problem solve rather shoot messenger how about winter covid but deaths still flu,taylorlorenz robsteinnews if bash headline offer alternative problem solve rather shoot messenger how about winter covid but deaths still flu,"('Neutral', 0.0)","{'Negative': 0.44706517, 'Neutral': 0.50528777, 'Positive': 0.04764704}","{'neg': 0.285, 'neu': 0.657, 'pos': 0.057, 'compound': -0.6757}"
0,2023-02-06 20:23:25+00:00,ribwichchi,"@TaylorLorenz @robsteinnews So permanently wear a mask and never go outside, weirdo.",2,3,0,taylorlorenz robsteinnews so permanently wear mask never go outside weirdo,taylorlorenz robsteinnews so permanently wear mask never go outside weirdo,"('Neutral', 0.0)","{'Negative': 0.77998364, 'Neutral': 0.2042069, 'Positive': 0.01580946}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3252}"
0,2023-02-06 20:20:27+00:00,LeafsRag,@TaylorLorenz @robsteinnews I can hardly believe that I agree with Taylor Lorenz. This virus was way oversold in the beginning and way undersold in the present. Framed wrong throughout.,1,2,1,taylorlorenz robsteinnews i hardly believe i agree taylor lorenz this virus way oversold beginning way undersold present framed wrong throughout,taylorlorenz robsteinnews i hardly believe i agree taylor lorenz this virus way oversold beginning way undersold present framed wrong throughout,"('Negative', -0.2638888888888889)","{'Negative': 0.9271732, 'Neutral': 0.066920504, 'Positive': 0.0059063197}","{'neg': 0.145, 'neu': 0.75, 'pos': 0.104, 'compound': -0.2212}"
0,2023-02-06 20:08:15+00:00,smithvoltaire,"@TaylorLorenz @robsteinnews Dying w Covid. It’s over. We won. It’s never going away and life-joyous, complicated, whatever-is never guaranteed",1,0,0,taylorlorenz robsteinnews dying w covid it’s over we won it’s never going away lifejoyous complicated whateveris never guaranteed,taylorlorenz robsteinnews dying w covid it’s over we won it’s never going away lifejoyous complicated whateveris never guaranteed,"('Negative', -0.5)","{'Negative': 0.03776949, 'Neutral': 0.21190561, 'Positive': 0.75032485}","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}"
0,2023-02-06 20:03:16+00:00,bobjone55479773,@TaylorLorenz @DrEricDing @robsteinnews https://t.co/0DUEtlVQvn,1,1,0,taylorlorenz drericding robsteinnews httpstcoduetlvqvn,taylorlorenz drericding robsteinnews httpstcoduetlvqvn,"('Neutral', 0.0)","{'Negative': 0.081406206, 'Neutral': 0.85474277, 'Positive': 0.063851066}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 17:26:56+00:00,benbrodsky,@TaylorLorenz Including Tesla and space x too,0,3,0,taylorlorenz including tesla space x,taylorlorenz including tesla space x,"('Neutral', 0.0)","{'Negative': 0.012303113, 'Neutral': 0.7349342, 'Positive': 0.25276265}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 16:48:41+00:00,iluvbutts247,@TaylorLorenz https://t.co/zn1cdijZXL,0,4,1,taylorlorenz httpstcozcdijzxl,taylorlorenz httpstcozcdijzxl,"('Neutral', 0.0)","{'Negative': 0.07585758, 'Neutral': 0.87545335, 'Positive': 0.048689015}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 16:45:53+00:00,iluvbutts247,@TaylorLorenz yes,0,1,0,taylorlorenz yes,taylorlorenz yes,"('Neutral', 0.0)","{'Negative': 0.021153856, 'Neutral': 0.66536987, 'Positive': 0.3134763}","{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}"
0,2023-02-06 05:50:38+00:00,KimmyGAntifa,@TaylorLorenz @loscharlos @newrepublic @emilyecooke @nataliesurely I’m surprised nobody has sued them for putting them at risk,0,0,0,taylorlorenz loscharlos newrepublic emilyecooke nataliesurely i’m surprised nobody sued putting risk,taylorlorenz loscharlos newrepublic emilyecooke nataliesurely i’m surprised nobody sued putting risk,"('Positive', 0.1)","{'Negative': 0.73663884, 'Neutral': 0.24533503, 'Positive': 0.018026166}","{'neg': 0.162, 'neu': 0.692, 'pos': 0.146, 'compound': -0.0516}"
0,2023-02-06 01:30:43+00:00,chrisamoss,@TaylorLorenz @loscharlos @newrepublic @emilyecooke @nataliesurely 🤡,0,0,0,taylorlorenz loscharlos newrepublic emilyecooke nataliesurely 🤡,taylorlorenz loscharlos newrepublic emilyecooke nataliesurely 🤡,"('Neutral', 0.0)","{'Negative': 0.55361015, 'Neutral': 0.41045776, 'Positive': 0.035932083}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-06 01:25:42+00:00,KimMcnichol,@TaylorLorenz Gross,0,2,0,taylorlorenz gross,taylorlorenz gross,"('Neutral', 0.0)","{'Negative': 0.078672804, 'Neutral': 0.835194, 'Positive': 0.08613329}","{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}"
